Name,Site type,Community,Location,lat,lon,lat2,lon2
Twyn yr Esgair Settlement,Rectangular hut,Llanddeusant,"51°53′57″N 3°44′34″W﻿ / ﻿51.8993°N 3.7427°W, SN801237",53.3394518,-4.4841474,53.3394518,-4.4841474
Dolgarn Moated Site,Moated Site,Llanddowror,"51°48′38″N 4°31′03″W﻿ / ﻿51.8106°N 4.5176°W, SN265154",51.8019867,-4.5309541,51.8019867,-4.5309541
Dinefwr Castle NT,Castle,Llandeilo,"51°52′36″N 4°01′03″W﻿ / ﻿51.8768°N 4.0175°W, SN612217",51.8853935,-3.9925144,51.8853935,-3.9925144
Llandovery Castle,Castle,Llandovery,"51°59′34″N 3°47′46″W﻿ / ﻿51.9927°N 3.7962°W, SN767342",51.9954586,-3.7977071,51.9954586,-3.7977071
Hendy Castle Mound,Motte,Llanedi,"51°42′35″N 4°03′02″W﻿ / ﻿51.7098°N 4.0506°W, SN584032",51.7425338,-4.0491124,51.7425338,-4.0491124
Hendy Earthwork,Enclosure,Llanedi,"51°42′39″N 4°02′57″W﻿ / ﻿51.7107°N 4.0492°W, SN585033",51.7425338,-4.0491124,51.7425338,-4.0491124
Pen y Cnap Castle,Motte,Llanegwad,"51°52′16″N 4°09′23″W﻿ / ﻿51.8712°N 4.1563°W, SN516213",51.8720033,-4.1522378,51.8720033,-4.1522378
Capel Isaf Cemetery,Cemetery,Llanelli,"51°41′04″N 4°08′32″W﻿ / ﻿51.6845°N 4.1421°W, SN520005",51.6797331,-4.1620223,51.6797331,-4.1620223
"Old Castle motte, Llanelli",Motte,Llanelli,"51°40′55″N 4°10′14″W﻿ / ﻿51.6819°N 4.1705°W, SN500003",51.6797331,-4.1620223,51.6797331,-4.1620223
"Capel Dewi, Llwynhendy",Chapel,Llanelli Rural,"51°40′37″N 4°06′52″W﻿ / ﻿51.677°N 4.1145°W, SS538996",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
Castell Du Castle Mound,Motte,Llanfihangel-ar-Arth,"51°59′00″N 4°16′36″W﻿ / ﻿51.9832°N 4.2768°W, SN437340",52.0319936,-4.2526053,52.0319936,-4.2526053
Castle Llwyn Bedw,Motte,Llanfihangel-ar-Arth,"52°02′01″N 4°17′19″W﻿ / ﻿52.0337°N 4.2886°W, SN431397",52.0319936,-4.2526053,52.0319936,-4.2526053
Castle Pencader,Motte,Llanfihangel-ar-Arth,"52°00′09″N 4°16′01″W﻿ / ﻿52.0024°N 4.267°W, SN444362",52.0319936,-4.2526053,52.0319936,-4.2526053
Castell Meurig,Motte & Bailey,Llangadog,"51°55′53″N 3°52′44″W﻿ / ﻿51.9315°N 3.8788°W, SN709276",51.9379682,-3.8837633,51.9379682,-3.8837633
Dryslwyn Castle,Hillfort,Llangathen,"51°51′48″N 4°06′03″W﻿ / ﻿51.8632°N 4.1007°W, SN554203",51.8803524,-4.057221,51.8803524,-4.057221
Domen Llawddog (Or Tomen Maesllan) Mound & Bailey Castle,Motte & Bailey,Llangeler,"52°00′01″N 4°23′28″W﻿ / ﻿52.0004°N 4.3911°W, SN359362",52.0286552,-4.3719362,52.0286552,-4.3719362
Domen Seba (or Y Tomen Fawr) Castle Mound,Motte,Llangeler,"52°00′22″N 4°26′27″W﻿ / ﻿52.0062°N 4.4408°W, SN325370",52.0286552,-4.3719362,52.0286552,-4.3719362
Pen Castell,Motte,Llangeler,"52°01′01″N 4°19′46″W﻿ / ﻿52.0169°N 4.3295°W, SN402379",52.0286552,-4.3719362,52.0286552,-4.3719362
Banc y Bettws Castle Mound,Motte,Llangyndeyrn,"51°48′59″N 4°14′16″W﻿ / ﻿51.8165°N 4.2378°W, SN458154",51.8041861,-4.2382812,51.8041861,-4.2382812
"Castell y Domen, Gwempa",Motte,Llangyndeyrn,"51°47′24″N 4°16′04″W﻿ / ﻿51.79°N 4.2679°W, SN436125",51.8041861,-4.2382812,51.8041861,-4.2382812
"Cwrt Malle Moated Site, Llangynog",Moated site,Llangynog,"51°49′49″N 4°21′25″W﻿ / ﻿51.8303°N 4.3569°W, SN376172",52.8246372,-3.4085806,52.8246372,-3.4085806
"St.Teilo's Church, Llandeilo Abercywyn",Chapel,Llangynog,"51°47′25″N 4°27′10″W﻿ / ﻿51.7904°N 4.4529°W, SN309130",52.8246372,-3.4085806,52.8246372,-3.4085806
Castell Nonni,Motte,Llanllwni,"52°02′12″N 4°11′45″W﻿ / ﻿52.0366°N 4.1958°W, SN494398",52.0322348,-4.2068054,52.0322348,-4.2068054
Pant-Glas Castle Mound,Motte,Llanpumsaint,"51°54′36″N 4°17′44″W﻿ / ﻿51.9099°N 4.2956°W, SN421259",51.9401412,-4.3043112,51.9401412,-4.3043112
Llansteffan Castle,Castle,Llansteffan,"51°45′56″N 4°23′27″W﻿ / ﻿51.7655°N 4.3908°W, SN351101",51.7724601,-4.3927996,51.7724601,-4.3927996
"Yr Hen Gapel, Llanybri",Chapel,Llansteffan,"51°47′13″N 4°24′45″W﻿ / ﻿51.7869°N 4.4124°W, SN337125",51.7724601,-4.3927996,51.7724601,-4.3927996
Castell Bach,Motte,Llanwinio,"51°55′09″N 4°32′58″W﻿ / ﻿51.9191°N 4.5495°W, SN247275",51.9089723,-4.5274092,51.9089723,-4.5274092
Castell Mawr Mound and Bailey Castle,Motte & Bailey,Llanwinio,"51°55′01″N 4°33′08″W﻿ / ﻿51.917°N 4.5522°W, SN245273",51.9089723,-4.5274092,51.9089723,-4.5274092
Llanwrda Castle Mound,Motte,Llanwrda,"51°58′40″N 3°50′54″W﻿ / ﻿51.9779°N 3.8484°W, SN731326",51.9680804,-3.8752983,51.9680804,-3.8752983
Castell Waunberllan,Moated Site,Myddfai,"51°57′17″N 3°47′30″W﻿ / ﻿51.9546°N 3.7917°W, SN769299",51.9559783,-3.7880826,51.9559783,-3.7880826
Newcastle Emlyn Castle,Castle,Newcastle Emlyn,"52°02′21″N 4°27′48″W﻿ / ﻿52.0391°N 4.4632°W, SN311407",52.039014,-4.4689141,52.039014,-4.4689141
Garn-Fawr Castle Mound,Motte,Newchurch and Merthyr,"51°53′23″N 4°19′54″W﻿ / ﻿51.8896°N 4.3318°W, SN396237",51.87278405,-4.3590464445892705,51.87278405,-4.3590464445892705
Waun Twmpath Motte,Motte,Pembrey and Burry Port Town,"51°42′03″N 4°13′18″W﻿ / ﻿51.7007°N 4.2216°W, SN465025",51.698773849999995,-4.298642046492214,51.698773849999995,-4.298642046492214
"Claustral Buildings, St Clears Priory",Priory,St Clears,"51°48′49″N 4°29′39″W﻿ / ﻿51.8135°N 4.4941°W, SN281157",51.8206559,-4.4946965,51.8206559,-4.4946965
Llanfihangel Abercowin Old Parish Church & Norman Grave-Slabs,Church,St Clears,"51°47′34″N 4°27′45″W﻿ / ﻿51.7928°N 4.4626°W, SN302133",51.8206559,-4.4946965,51.8206559,-4.4946965
St Clears Mound and Bailey Castle,Motte & Bailey,St Clears,"51°48′39″N 4°29′42″W﻿ / ﻿51.8107°N 4.4949°W, SN281153",51.8206559,-4.4946965,51.8206559,-4.4946965
Trefenty Mound and Bailey Castle,Motte & Bailey,St Clears,"51°47′41″N 4°28′15″W﻿ / ﻿51.7946°N 4.4708°W, SN297135",51.8206559,-4.4946965,51.8206559,-4.4946965
Talley Abbey,Abbey,Talley,"51°58′35″N 3°59′32″W﻿ / ﻿51.9765°N 3.9922°W, SN632327",51.9758383,-3.9931927,51.9758383,-3.9931927
Talley Mound and Bailey Castle,Motte & Bailey,Talley,"51°58′55″N 3°59′38″W﻿ / ﻿51.9819°N 3.994°W, SN631333",51.9758383,-3.9931927,51.9758383,-3.9931927
Capel Bettws,Chapel,Trelech,"51°55′30″N 4°30′16″W﻿ / ﻿51.9251°N 4.5044°W, SN278281",51.9448733,-4.5007897,51.9448733,-4.5007897
Spudder's Bridge (Pont Spwdwr),Bridge,Trimsaran,"51°43′47″N 4°16′09″W﻿ / ﻿51.7298°N 4.2692°W, SN433058",51.7209728,-4.2453933,51.7209728,-4.2453933
The Bulwarks (Civil War),Earthwork (unclassified),Carmarthen,"51°51′18″N 4°18′43″W﻿ / ﻿51.8551°N 4.312°W, SN408199",51.8591257,-4.3115907,51.8591257,-4.3115907
Cenarth Bridge,Bridge,Cenarth,"52°02′44″N 4°31′31″W﻿ / ﻿52.0456°N 4.5253°W, SN269415",52.0447075,-4.5255539,52.0447075,-4.5255539
Dolau-Hirion Bridge,Bridge,Cilycwm,"52°00′34″N 3°48′18″W﻿ / ﻿52.0095°N 3.8051°W, SN762360",52.0450103,-3.8198121,52.0450103,-3.8198121
Bancbryn post-medieval lluest farmstead,Farmstead,Cwmamman,"51°46′42″N 3°54′39″W﻿ / ﻿51.7783°N 3.9108°W, SN682105",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Waun-hir post-medieval lluest farmstead,Farmstead,Cwmamman,"51°47′09″N 3°56′19″W﻿ / ﻿51.7859°N 3.9385°W, SN663114",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Esgair Gaeo Deserted Rural Settlement,Rectangular hut,Cynwyl Gaeo,"52°08′17″N 3°51′57″W﻿ / ﻿52.1381°N 3.8659°W, SN723505",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Beddau'r Derwyddon,Pillow mound,Dyffryn Cennen,"51°50′43″N 3°55′38″W﻿ / ﻿51.8454°N 3.9271°W, SN673180",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Cincoed Limestone Quarries and Kilns,Quarry,Dyffryn Cennen,"51°50′24″N 3°58′09″W﻿ / ﻿51.8401°N 3.9693°W, SN644175",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Limekilns East of Cincoed,Limekiln,Dyffryn Cennen,"51°50′23″N 3°57′59″W﻿ / ﻿51.8397°N 3.9663°W, SN646175",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Site of Forge at Llandyfan,Iron forge,Dyffryn Cennen,"51°50′02″N 3°57′06″W﻿ / ﻿51.8339°N 3.9516°W, SN656168",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Coleman Dovecot,Dovecote,Kidwelly,"51°44′25″N 4°19′26″W﻿ / ﻿51.7404°N 4.3239°W, SN396071",51.737114950000006,-4.304992344245819,51.737114950000006,-4.304992344245819
"Hot & Cold Rolling Mills, Kidwelly Tinplate Works",Industrial monument,Kidwelly,"51°44′52″N 4°17′17″W﻿ / ﻿51.7479°N 4.288°W, SN421079",51.737114950000006,-4.304992344245819,51.737114950000006,-4.304992344245819
Kidwelly Old Tinplate Works and Dam,Tinplate Works,Kidwelly,"51°44′47″N 4°17′21″W﻿ / ﻿51.7463°N 4.2892°W, SN420077",51.737114950000006,-4.304992344245819,51.737114950000006,-4.304992344245819
Garnbwll Limekiln,Limekiln,Llanddarog,"51°48′16″N 4°10′45″W﻿ / ﻿51.8045°N 4.1793°W, SN498140",51.8276035,-4.1760138,51.8276035,-4.1760138
Maesdulais Limekilns,Limekiln,Llanddarog,"51°48′33″N 4°09′00″W﻿ / ﻿51.8093°N 4.1501°W, SN518144",51.8276035,-4.1760138,51.8276035,-4.1760138
Odyn Jac Limekilns,Limekiln,Llanddarog,"51°48′25″N 4°10′26″W﻿ / ﻿51.807°N 4.1739°W, SN502142",51.8276035,-4.1760138,51.8276035,-4.1760138
Genwen Engine House,Engine house,Llanelli Rural,"51°40′34″N 4°06′17″W﻿ / ﻿51.6761°N 4.1046°W, SS545995",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
Glynea Colliery,Coal Mine,Llanelli Rural,"51°40′20″N 4°06′05″W﻿ / ﻿51.6723°N 4.1015°W, SS547991",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
Horeb Brickworks,Kiln,Llanelli Rural,"51°43′34″N 4°10′17″W﻿ / ﻿51.726°N 4.1715°W, SN501052",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
Pencoed Lead Works,Lead mine,Llanelli Rural,"51°40′35″N 4°04′57″W﻿ / ﻿51.6764°N 4.0826°W, SS561995",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
Raby's Furnace,Iron forge,Llanelli Rural,"51°41′34″N 4°09′58″W﻿ / ﻿51.6928°N 4.166°W, SN503015",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
"Section of former Carmarthenshire Railway, Felinfoel",Railway,Llanelli Rural,"51°42′26″N 4°08′51″W﻿ / ﻿51.7073°N 4.1476°W, SN517031",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
St David's Colliery,Coal Mine,Llanelli Rural,"51°41′30″N 4°06′52″W﻿ / ﻿51.6917°N 4.1145°W, SN539013",51.71248155,-4.157440606755086,51.71248155,-4.157440606755086
"Nant-y-Mwyn Lead Mine Engine House, Rhandir-Mwyn",Engine house,Llanfair-ar-y-bryn,"52°05′08″N 3°46′17″W﻿ / ﻿52.0856°N 3.7715°W, SN787445",52.054253900000006,-3.7341363809399697,52.054253900000006,-3.7341363809399697
Blaen y Cylchau Deserted Rural Settlement,Rectangular hut settlement,Llangadog,"51°51′15″N 3°47′49″W﻿ / ﻿51.8543°N 3.7969°W, SN763188",51.9379682,-3.8837633,51.9379682,-3.8837633
Cae Sara Lead Mine,Lead mine,Llangadog,"51°55′58″N 3°48′51″W﻿ / ﻿51.9328°N 3.8143°W, SN753275",51.9379682,-3.8837633,51.9379682,-3.8837633
Cwm Clydach settlement,Building (Unclassified),Llangadog,"51°51′21″N 3°49′39″W﻿ / ﻿51.8558°N 3.8275°W, SN742190",51.9379682,-3.8837633,51.9379682,-3.8837633
Moel Gornach settlement,Building (Unclassified),Llangadog,"51°51′13″N 3°49′40″W﻿ / ﻿51.8536°N 3.8278°W, SN742188",51.9379682,-3.8837633,51.9379682,-3.8837633
Pont Clydach settlement,Building (Unclassified),Llangadog,"51°51′42″N 3°50′01″W﻿ / ﻿51.8616°N 3.8336°W, SN738197",51.9379682,-3.8837633,51.9379682,-3.8837633
Penprys Pit Engine House,Engine house,Llangennech,"51°41′46″N 4°06′48″W﻿ / ﻿51.6961°N 4.1133°W, SN540018",51.6955782,-4.0849202,51.6955782,-4.0849202
"Limekilns at Penymynydd, Pedair Heol",Limekiln,Llangyndeyrn,"51°45′44″N 4°15′45″W﻿ / ﻿51.7622°N 4.2624°W, SN439094",51.8041861,-4.2382812,51.8041861,-4.2382812
Remains of Blast Furnace at Pont Henry,Industrial building,Llangyndeyrn,"51°45′37″N 4°12′44″W﻿ / ﻿51.7603°N 4.2122°W, SN474091",51.8041861,-4.2382812,51.8041861,-4.2382812
Deserted Settlements 800m N of Blaenau Farm,Deserted Rural Settlement,Myddfai,"51°51′51″N 3°40′26″W﻿ / ﻿51.8641°N 3.6738°W, SN848197",51.9559783,-3.7880826,51.9559783,-3.7880826
Newcastle Emlyn Bridge,Bridge,Newcastle Emlyn,"52°02′25″N 4°28′00″W﻿ / ﻿52.0404°N 4.4667°W, SN309408",52.039014,-4.4689141,52.039014,-4.4689141
Colliery Ventilation Furnace at Pembrey,Industrial monument,Pembrey and Burry Port Town,"51°41′N 4°16′W﻿ / ﻿51.69°N 4.27°W, SN431014",51.698773849999995,-4.298642046492214,51.698773849999995,-4.298642046492214
Iron Tub Boats at Burry Port Harbour,Boat,Pembrey and Burry Port Town,"51°40′42″N 4°14′58″W﻿ / ﻿51.6784°N 4.2495°W, SN445001",51.698773849999995,-4.298642046492214,51.698773849999995,-4.298642046492214
Pembrey Old Harbour,Pier,Pembrey and Burry Port Town,"51°40′40″N 4°15′46″W﻿ / ﻿51.6777°N 4.2628°W, SN436000",51.698773849999995,-4.298642046492214,51.698773849999995,-4.298642046492214
"Stanley's Tramroad Embankment, Pembrey",Tramroad,Pembrey and Burry Port Town,"51°41′06″N 4°16′02″W﻿ / ﻿51.6851°N 4.2671°W, SN433009",51.698773849999995,-4.298642046492214,51.698773849999995,-4.298642046492214
Cwm Twrch settlement,Building (Unclassified),Quarter Bach,"51°49′32″N 3°47′11″W﻿ / ﻿51.8256°N 3.7864°W, SN769156",51.81956595,-3.826418877962146,51.81956595,-3.826418877962146
Cwm Twrch settlement and limekiln,Building (Unclassified),Quarter Bach,"51°50′15″N 3°47′05″W﻿ / ﻿51.8375°N 3.7848°W, SN771169",51.81956595,-3.826418877962146,51.81956595,-3.826418877962146
"Glanstony Aqueduct, Trimsaran",Navigable aqueduct,Trimsaran,"51°43′27″N 4°16′41″W﻿ / ﻿51.7243°N 4.278°W, SN427053",51.7209728,-4.2453933,51.7209728,-4.2453933
Kymer's Canal and Pwll y Llygoed Tramroad Bridge,Canal,Trimsaran,"51°44′17″N 4°15′17″W﻿ / ﻿51.7381°N 4.2548°W, SN444067",51.7209728,-4.2453933,51.7209728,-4.2453933
Cynwyl Elfed Anti-invasion Defences,Anti-invasion defence site,Cynwyl Elfed,"51°55′06″N 4°21′59″W﻿ / ﻿51.9184°N 4.3664°W, SN373270",51.9229202,-4.3668358,51.9229202,-4.3668358
Ty Cwm Tawel Anti-invasion Defences,Anti-invasion defence site,Cynwyl Elfed,"51°54′30″N 4°20′33″W﻿ / ﻿51.9084°N 4.3425°W, SN389259",51.9229202,-4.3668358,51.9229202,-4.3668358
Pont Henllan Pillbox,Pillbox,Llangeler,"52°02′03″N 4°23′54″W﻿ / ﻿52.0343°N 4.3984°W, SN355400",52.0286552,-4.3719362,52.0286552,-4.3719362
"Dome Gunnery Trainer, Pembrey Airfield",Gunnery Training Dome,Pembrey and Burry Port Town,"51°42′34″N 4°18′22″W﻿ / ﻿51.7095°N 4.3062°W, SN407037",51.698773849999995,-4.298642046492214,51.698773849999995,-4.298642046492214
St Ishmael's Scar Beach Defence Gun House,Gun house,St Ishmael,"51°44′55″N 4°22′27″W﻿ / ﻿51.7486°N 4.3743°W, SN361082",51.761927799999995,-4.3488059101879895,51.761927799999995,-4.3488059101879895
Moel y Llyn Stone Circle,Stone circle,Ceulanamaesmawr,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}52°30′10″N 3°54′55″W﻿ / ﻿52.5027°N 3.9153°W, SN700911",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
Blaenannerch Round Barrow,Round barrow,Aberporth,"52°06′41″N 4°33′27″W﻿ / ﻿52.1114°N 4.5576°W, SN249489",52.1341692,-4.5462206,52.1341692,-4.5462206
Bryn Rhosau Round Barrows,Round barrow,Blaenrheidol,"52°24′12″N 3°51′48″W﻿ / ﻿52.4033°N 3.8633°W, SN733899",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Cairn 400m N of Lle'r Neuaddau,Round cairn,Blaenrheidol,"52°27′06″N 3°49′39″W﻿ / ﻿52.4516°N 3.8274°W, SN759853",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Cairn Circle 200m NNW of Dolgamfa,Cairn circle,Blaenrheidol,"52°23′46″N 3°50′41″W﻿ / ﻿52.3962°N 3.8448°W, SN745791",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Cairn Circle 400m SW of Lle'r Neuaddau,Cairn circle,Blaenrheidol,"52°26′45″N 3°49′57″W﻿ / ﻿52.4457°N 3.8325°W, SN755846",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Cairn on Pen Lluest-y-Carn,Round cairn,Blaenrheidol,"52°27′50″N 3°45′58″W﻿ / ﻿52.4638°N 3.766°W, SN801865",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Cairns on Pen Plynlimon-Arwystli,Round cairn,Blaenrheidol,"52°28′30″N 3°44′45″W﻿ / ﻿52.4751°N 3.7457°W, SN815877",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Carn Fach Bugeilyn,Round cairn,Blaenrheidol,"52°29′55″N 3°43′49″W﻿ / ﻿52.4986°N 3.7304°W, SN826903",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Carn Fawr Round Cairns,Round cairn,Blaenrheidol,"52°29′59″N 3°44′33″W﻿ / ﻿52.4998°N 3.7426°W, SN818905",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
"Carneddau Round Cairns, Drosgol",Round cairn,Blaenrheidol,"52°28′28″N 3°49′40″W﻿ / ﻿52.4745°N 3.8279°W, SN759878",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Central Cairn on Pen Plynlimon-Fawr,Round cairn,Blaenrheidol,"52°28′01″N 3°46′59″W﻿ / ﻿52.4669°N 3.7831°W, SN789869",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Disgwylfa Fawr Round Barrow,Round barrow,Blaenrheidol,"52°26′46″N 3°51′33″W﻿ / ﻿52.446°N 3.8592°W, SN737847",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Garn Lwyd Round Cairn & Standing Stone,Standing stone,Blaenrheidol,"52°26′02″N 3°50′12″W﻿ / ﻿52.434°N 3.8368°W, SN752833",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Hengwm Ring Cairns,Ring cairn,Blaenrheidol,"52°30′16″N 3°44′06″W﻿ / ﻿52.5044°N 3.7349°W, SN823910",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
North Cairn on Pen Plynlimon-Fawr,Round cairn,Blaenrheidol,"52°28′04″N 3°46′58″W﻿ / ﻿52.4679°N 3.7827°W, SN789870",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Round Barrow 290m SSW of Nant-y-Moch,Round cairn,Blaenrheidol,"52°27′50″N 3°49′19″W﻿ / ﻿52.464°N 3.8219°W, SN763866",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Southernmost Cairn on Pen Plynlimon-Fawr,Round cairn,Blaenrheidol,"52°27′59″N 3°47′00″W﻿ / ﻿52.4663°N 3.7834°W, SN789868",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
"Stone Circle and Round Cairns, Hirnant",Stone circle,Blaenrheidol,"52°26′20″N 3°50′08″W﻿ / ﻿52.439°N 3.8355°W, SN753839",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Y Garn (Plynlimon),Round cairn,Blaenrheidol,"52°27′02″N 3°48′11″W﻿ / ﻿52.4506°N 3.8031°W, SN775851",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
"Y Garnedd, Hirnant",Round barrow,Blaenrheidol,"52°26′23″N 3°50′05″W﻿ / ﻿52.4398°N 3.8346°W, SN753840",52.43977875,-3.81431996373383,52.43977875,-3.81431996373383
Bedd Taliesin Round Barrow,Round cairn,Ceulanamaesmawr,"52°30′09″N 3°57′31″W﻿ / ﻿52.5026°N 3.9587°W, SN671912",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
Bwlch yr Adwy Round Barrow,Round barrow,Ceulanamaesmawr,"52°27′54″N 3°53′09″W﻿ / ﻿52.4651°N 3.8859°W, SN719869",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
"Carn Owen, Cerrig yr Hafan",Round cairn,Ceulanamaesmawr,"52°28′38″N 3°52′05″W﻿ / ﻿52.4772°N 3.868°W, SN732882",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
Moel y Llyn Cairn Cemetery,Cairn cemetery,Ceulanamaesmawr,"52°30′28″N 3°53′53″W﻿ / ﻿52.5079°N 3.8981°W, SN712916",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
Pencraig y Pistill Round Cairn,Round cairn,Ceulanamaesmawr,"52°27′41″N 3°53′32″W﻿ / ﻿52.4613°N 3.8921°W, SN715864",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
Standing Stone c.280m E of Tygwyn,Standing stone,Ceulanamaesmawr,"52°28′18″N 3°55′59″W﻿ / ﻿52.4716°N 3.9331°W, SN687877",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
Two Cairns N of Moel y Garn,Round cairn,Ceulanamaesmawr,"52°30′26″N 3°56′25″W﻿ / ﻿52.5072°N 3.9404°W, SN684916",52.47830885,-3.927739375705128,52.47830885,-3.927739375705128
Trichrug Round Barrows,Round cairn,Ciliau Aeron,"52°13′05″N 4°08′07″W﻿ / ﻿52.2181°N 4.1353°W, SN542599",52.2108501,-4.189485950984174,52.2108501,-4.189485950984174
